customer_id,country,product_family,tenure_months,monthly_spend_usd,active_users,weekly_sessions,support_tickets_90d,feature_adoption_score,is_at_risk
100097,US,Core,8,2025.1,232,1114,1,95.9,0
100098,US,Forecasting,48,5604.79,80,424,7,87.1,0
100099,UK,Support AI,1,4652.12,402,507,1,85.5,0
100100,UK,Support AI,23,2876.35,335,1029,3,79.8,0
100101,AU,Core,63,3333.46,396,514,0,59.7,1
100102,US,Support AI,41,4454.35,463,235,7,57.5,0
100103,UK,Analytics,48,4947.76,302,1071,3,57.6,0
100104,SG,Analytics,48,3663.24,184,778,0,52.1,0
100105,SG,Forecasting,22,5108.08,489,727,4,81.3,0
100106,IN,Support AI,45,2227.96,285,93,2,88.6,0
100107,US,Core,16,3053.3,234,540,3,74.1,0
100108,US,Forecasting,46,1929.2,210,552,4,79.3,0
100109,UK,Support AI,49,3212.85,24,316,1,72.1,0
100110,IN,Forecasting,63,5858.88,478,678,2,76.0,0
100111,US,Analytics,66,6463.58,410,296,2,38.4,0
100112,DE,Core,2,4458.05,351,566,2,72.4,1
100113,IN,Forecasting,22,3497.73,114,962,0,62.0,1
100114,US,Forecasting,39,3956.2,464,883,3,67.4,0
100115,UK,Forecasting,23,4720.67,92,337,3,71.2,0
100116,SG,Support AI,44,2480.72,124,251,2,58.0,0
100117,SG,Forecasting,61,3570.25,39,9,1,52.9,0
100118,IN,Forecasting,19,5778.38,147,416,2,57.6,0
100119,AU,Core,64,3049.72,167,26,3,47.7,0
100120,IN,Forecasting,63,3376.07,398,156,2,51.8,0
100121,AU,Core,65,4214.51,166,1174,2,53.7,0
100122,US,Forecasting,6,4511.46,478,1027,1,47.9,1
100123,IN,Core,21,3512.5,154,673,0,75.4,1
100124,US,Support AI,9,4284.66,264,930,3,55.4,1
100125,IN,Analytics,9,4868.73,298,588,3,41.9,0
100126,DE,Analytics,4,6357.6,415,722,1,62.4,0
100127,US,Core,32,4061.13,377,1101,3,52.4,0
100128,US,Core,7,4154.57,434,97,1,88.4,0
100129,IN,Support AI,21,5880.2,469,423,5,69.9,1
100130,US,Analytics,70,3595.92,63,145,3,47.4,0
100131,UK,Forecasting,63,2743.21,51,954,4,76.0,0
100132,IN,Support AI,67,4475.27,227,987,3,69.2,0
100133,DE,Forecasting,3,5383.79,79,867,2,64.7,0
100134,IN,Core,47,4597.15,249,731,1,90.0,0
100135,US,Analytics,46,4093.28,296,574,1,54.3,0
100136,UK,Analytics,10,2606.77,141,31,0,82.5,0
100137,IN,Analytics,65,4135.79,53,930,1,62.3,0
100138,SG,Core,29,5556.47,482,1073,1,67.7,0
100139,US,Forecasting,70,2842.47,188,1159,0,57.5,0
100140,IN,Analytics,9,3930.78,420,412,0,58.4,1
100141,IN,Analytics,47,3773.77,314,243,2,61.9,0
100142,UK,Analytics,10,3432.52,332,785,4,41.4,1
100143,IN,Analytics,68,4472.72,391,23,4,72.9,0
100144,IN,Core,44,4687.64,136,75,4,69.6,0
100145,US,Analytics,6,4676.11,112,986,0,47.0,1
100146,DE,Support AI,16,3125.51,498,1148,4,77.2,0
100147,IN,Forecasting,26,2389.42,335,486,1,88.4,0
100148,IN,Forecasting,1,4488.63,149,610,4,58.7,0
100149,US,Support AI,1,3643.49,324,654,4,57.0,0
100150,UK,Forecasting,66,6222.14,199,168,0,83.6,0
100151,UK,Core,70,6272.96,430,269,5,73.6,0
100152,US,Analytics,39,6389.76,256,360,3,66.1,0
100153,IN,Analytics,65,3165.88,160,1010,0,79.4,0
100154,US,Analytics,47,4826.31,346,527,1,71.8,0
100155,AU,Core,2,5158.05,376,866,5,88.0,0
100156,DE,Core,51,5034.19,189,235,3,67.8,0
100157,AU,Analytics,2,3810.16,377,1144,1,74.0,0
100158,SG,Support AI,58,5607.08,120,1060,5,83.4,1
100159,SG,Forecasting,27,4200.52,123,571,0,33.7,0
100160,US,Support AI,11,4340.92,414,273,2,83.9,1
100161,UK,Core,19,2508.38,312,1171,1,60.9,0
100162,US,Analytics,49,4909.24,22,970,5,75.0,0
100163,US,Forecasting,61,3913.55,339,614,1,91.3,0
100164,IN,Analytics,41,4711.26,156,323,1,63.7,0
100165,DE,Analytics,12,4458.63,140,746,5,61.6,0
100166,UK,Analytics,64,4399.03,214,446,4,67.2,0
100167,UK,Core,57,4149.72,228,809,2,47.7,0
100168,DE,Support AI,30,5065.26,446,999,3,98.8,0
100169,UK,Support AI,40,3981.22,220,589,3,67.4,0
100170,DE,Core,69,2599.28,151,60,3,91.0,0
100171,IN,Analytics,27,4825.85,387,676,6,63.3,0
100172,US,Forecasting,2,3310.09,273,1030,1,68.5,0
100173,UK,Support AI,11,2743.31,5,270,4,81.2,0
100174,US,Support AI,43,3075.53,317,1151,1,52.6,0
100175,US,Analytics,71,4511.67,253,436,3,66.6,0
100176,IN,Forecasting,53,4093.83,289,821,2,80.7,0
100177,UK,Support AI,44,1854.05,96,843,0,65.0,0
100178,UK,Support AI,23,3777.98,241,220,3,61.2,0
100179,SG,Analytics,32,5486.15,325,49,3,83.6,0
100180,UK,Support AI,3,3703.57,340,1138,4,87.6,0
100181,UK,Analytics,27,4017.98,341,841,2,89.8,0
100182,IN,Core,45,5347.29,498,758,2,58.6,0
100183,DE,Support AI,65,5075.04,253,366,1,59.9,0
100184,SG,Support AI,66,5323.93,217,132,2,61.4,0
100185,AU,Analytics,59,1150.19,273,328,4,78.1,0
100186,DE,Analytics,2,6106.88,167,658,3,51.2,1
100187,US,Analytics,58,4900.04,160,833,2,52.0,0
100188,SG,Core,16,6907.62,346,384,0,58.0,0
100189,US,Support AI,44,3339.44,160,260,3,54.9,0
100190,UK,Core,68,2260.2,375,301,2,80.4,0
100191,US,Forecasting,64,4207.94,373,1154,0,79.4,0
100192,US,Core,48,3897.09,476,757,1,61.3,0
100193,UK,Forecasting,22,4919.03,70,1188,5,65.3,0
100194,US,Support AI,37,5382.42,184,10,4,32.4,0
100195,US,Forecasting,50,4103.98,386,551,4,61.6,0
100196,IN,Forecasting,37,3935.22,217,550,3,85.4,0
100197,UK,Support AI,29,4774.99,329,483,3,60.8,0
100198,US,Support AI,29,3918.04,368,471,2,52.7,0
100199,DE,Support AI,43,3826.02,442,97,2,87.3,0
100200,SG,Core,3,5340.85,116,41,5,52.4,1
100201,UK,Forecasting,71,5585.76,133,934,1,89.6,0
100202,IN,Support AI,8,5392.36,238,530,2,100.0,0
100203,US,Analytics,70,4014.95,255,197,1,66.5,0
100204,US,Forecasting,3,1846.23,453,419,7,85.4,0
100205,US,Core,37,4036.97,24,1119,3,44.6,0
100206,US,Support AI,30,3366.22,126,562,4,44.0,1
100207,AU,Forecasting,41,4057.3,456,1188,0,56.8,0
100208,US,Forecasting,31,3461.8,309,196,1,79.5,1
100209,IN,Support AI,64,4177.19,339,149,0,68.0,0
100210,AU,Core,2,3056.8,128,677,6,65.4,1
100211,IN,Analytics,70,2791.21,313,820,2,49.9,0
100212,US,Support AI,49,5544.96,188,1177,3,66.2,1
100213,UK,Core,56,3133.38,367,560,1,59.0,0
100214,SG,Support AI,10,4200.36,49,242,5,55.1,0
100215,SG,Analytics,5,5249.97,145,650,1,53.9,1
100216,US,Forecasting,29,5205.73,324,370,0,70.7,0
100217,US,Forecasting,23,5074.33,303,217,2,57.9,0
100218,UK,Forecasting,56,4533.15,420,108,1,67.9,0
100219,DE,Support AI,64,4996.4,401,869,1,43.2,0
100220,DE,Analytics,31,5710.4,12,772,0,75.0,0
100221,IN,Core,55,4667.52,49,202,2,71.4,0
100222,AU,Analytics,5,2179.08,180,671,1,64.8,1
100223,UK,Forecasting,53,3618.61,479,1062,2,70.3,0
100224,DE,Support AI,8,4966.01,241,982,4,81.1,1
100225,UK,Support AI,48,3510.19,446,546,2,47.7,0
100226,US,Analytics,28,5982.12,34,71,2,68.9,0
100227,IN,Support AI,30,4130.5,481,762,2,49.7,0
100228,AU,Core,20,4293.77,35,620,2,69.2,1
100229,US,Core,29,5437.22,405,1106,4,64.4,0
100230,US,Core,63,3998.87,439,665,1,67.7,0
100231,IN,Support AI,58,4393.9,150,886,2,79.9,0
100232,UK,Core,25,5189.04,153,635,2,79.5,0
100233,IN,Forecasting,21,2580.5,292,650,4,83.2,0
100234,UK,Support AI,37,3886.17,362,382,3,62.5,0
100235,UK,Support AI,49,5112.07,64,485,2,77.8,0
100236,IN,Support AI,13,4272.16,122,357,1,75.1,0
100237,SG,Core,52,5814.07,378,556,1,62.8,1
100238,US,Analytics,68,2466.48,404,1141,4,69.6,0
100239,US,Forecasting,60,2341.0,81,411,2,66.1,0
100240,UK,Forecasting,39,5046.66,445,557,6,87.5,0
100241,SG,Forecasting,23,5152.39,434,1135,4,79.3,0
100242,US,Forecasting,23,3987.42,434,184,6,63.3,1
100243,IN,Analytics,53,4640.43,124,305,0,62.3,0
100244,IN,Core,33,5019.73,336,593,3,81.4,0
100245,UK,Analytics,8,3304.75,84,492,2,86.8,1
100246,IN,Analytics,49,3422.47,102,411,3,72.4,0
100247,IN,Forecasting,10,4408.7,40,934,2,77.2,0
100248,DE,Support AI,71,5194.5,249,600,4,86.2,0
100249,IN,Forecasting,30,2917.45,357,439,0,65.6,0
100250,AU,Forecasting,25,3982.26,103,576,3,69.2,0
100251,UK,Core,4,3931.34,97,1064,2,74.8,0
100252,IN,Forecasting,12,4659.76,142,1180,6,62.0,0
100253,US,Analytics,68,4190.43,102,293,3,91.8,0
100254,US,Core,39,3599.53,417,51,1,61.9,0
100255,SG,Core,65,5573.42,88,40,2,68.9,0
100256,UK,Support AI,68,3606.82,142,536,6,94.8,0
100257,US,Support AI,4,3878.69,156,755,5,41.9,0
100258,US,Forecasting,28,2449.35,105,64,4,71.0,0
100259,IN,Support AI,60,3415.01,470,611,4,58.8,0
100260,US,Core,36,4767.68,108,481,3,68.0,0
100261,UK,Analytics,37,4552.66,245,1119,2,51.1,0
100262,DE,Support AI,41,4859.47,285,725,4,62.8,0
100263,US,Core,50,4806.08,134,509,4,68.3,0
100264,UK,Forecasting,67,6496.49,238,705,2,71.3,0
100265,US,Core,63,3377.36,89,165,2,80.5,0
100266,DE,Analytics,45,2418.63,243,571,2,35.5,0
100267,US,Analytics,41,3044.39,14,397,3,66.2,0
100268,US,Analytics,26,3425.98,222,219,2,65.6,1
100269,US,Support AI,9,3128.24,185,473,1,67.1,1
100270,US,Support AI,51,4303.03,178,767,3,68.5,0
100271,US,Forecasting,1,5577.92,59,701,2,56.4,0
100272,US,Forecasting,50,5893.62,499,1156,1,46.3,0
100273,IN,Core,36,4754.74,18,331,4,71.0,1
100274,AU,Core,56,6555.4,77,840,1,54.1,0
100275,DE,Core,68,3807.99,55,661,1,73.6,0
100276,DE,Support AI,40,2404.23,488,1048,2,54.9,1
100277,IN,Core,41,5358.5,162,1089,2,77.7,0
100278,UK,Analytics,35,2177.55,218,849,1,67.2,1
100279,UK,Support AI,27,3369.5,376,510,1,68.2,0
100280,US,Forecasting,7,4772.12,29,641,3,64.6,0
100281,US,Forecasting,3,4087.38,38,782,3,62.3,0
100282,US,Core,52,3989.95,95,967,3,64.7,0
100283,US,Forecasting,65,2901.13,340,276,4,84.5,0
100284,IN,Forecasting,4,4188.12,489,1047,4,46.5,1
100285,IN,Analytics,24,5304.03,312,962,1,58.9,0
100286,US,Forecasting,44,4221.96,436,108,2,82.8,0
100287,DE,Support AI,51,3286.75,441,325,3,79.5,0
100288,IN,Analytics,53,2827.71,141,285,0,86.8,0
100289,US,Analytics,50,3309.45,96,697,3,67.2,0
100290,UK,Analytics,6,4631.57,84,252,1,49.5,0
100291,US,Support AI,19,4577.96,398,362,1,52.5,0
100292,UK,Core,34,3319.44,336,229,1,63.8,0
100293,US,Support AI,5,1768.16,433,83,2,78.6,0
100294,UK,Support AI,25,4662.01,256,552,5,64.4,0
100295,UK,Analytics,28,3212.52,488,385,3,63.4,1
100296,UK,Forecasting,70,4957.97,447,606,2,73.6,0
100297,UK,Support AI,23,3368.28,405,256,1,68.4,0
100298,SG,Support AI,69,3113.31,402,345,6,61.8,1
100299,AU,Analytics,50,4368.49,66,1071,0,54.0,0
100300,SG,Core,50,6793.47,373,966,2,81.3,0
100301,US,Forecasting,59,5023.93,473,321,3,82.7,0
100302,IN,Core,60,4349.84,149,196,1,53.2,0
100303,IN,Core,16,4594.74,408,1169,3,62.4,0
100304,UK,Support AI,30,2273.77,178,818,1,77.3,1
100305,IN,Analytics,38,2965.43,110,592,1,52.1,0
100306,DE,Forecasting,70,1437.98,366,840,1,73.1,0
100307,AU,Core,3,6102.86,86,267,3,63.4,0
100308,US,Core,34,5880.12,243,515,2,51.0,0
100309,US,Core,16,4632.1,468,471,1,92.9,0
100310,IN,Analytics,15,4348.63,82,865,2,63.2,1
100311,IN,Core,55,2493.25,82,222,0,75.3,0
100312,US,Analytics,15,3958.77,471,588,2,52.3,1
100313,DE,Analytics,57,6171.63,389,1000,1,89.7,0
100314,DE,Forecasting,71,4344.56,233,238,4,95.3,0
100315,DE,Forecasting,56,3578.89,205,146,4,47.0,0
100316,DE,Analytics,13,2266.12,482,985,1,65.7,0
100317,AU,Analytics,11,5718.34,363,1048,3,86.6,0
100318,DE,Core,32,4122.91,454,518,0,61.4,0
100319,UK,Analytics,40,2267.59,50,57,0,73.7,0
100320,UK,Support AI,56,3183.31,267,650,4,44.5,0
100321,IN,Support AI,31,2794.71,363,361,2,57.0,0
100322,DE,Analytics,12,4055.08,22,706,2,72.3,1
100323,IN,Support AI,71,4428.07,258,170,0,59.7,0
100324,UK,Forecasting,65,3646.46,32,966,2,63.0,0
100325,AU,Core,47,5054.75,450,823,3,46.8,0
100326,UK,Support AI,50,4286.68,342,775,1,77.2,0
100327,IN,Analytics,67,5368.54,98,616,2,49.2,0
100328,AU,Forecasting,34,3807.09,263,266,2,89.6,0
100329,DE,Forecasting,11,7549.86,59,1127,1,58.4,1
100330,SG,Analytics,44,3579.06,402,321,1,79.2,0
100331,US,Forecasting,33,3206.34,102,441,2,77.8,0
100332,AU,Forecasting,57,3071.07,305,1111,2,54.2,0
100333,UK,Analytics,55,3967.97,43,51,1,59.9,0
100334,US,Analytics,34,2308.51,83,152,2,61.6,0
100335,IN,Forecasting,27,4524.02,490,914,4,62.5,0
100336,US,Core,30,2104.17,195,443,2,49.8,1
100337,SG,Core,45,4377.84,65,696,3,75.5,0
100338,US,Support AI,46,2713.62,351,697,0,58.4,0
100339,UK,Analytics,37,3780.58,104,993,2,66.4,0
100340,US,Forecasting,38,4864.99,296,745,2,82.1,1
100341,UK,Forecasting,71,6734.44,405,513,1,76.0,0
100342,UK,Support AI,19,3014.2,343,660,2,59.3,0
100343,IN,Forecasting,13,4034.65,127,886,2,82.6,1
100344,SG,Forecasting,57,3403.87,122,456,3,77.3,0
100345,SG,Support AI,67,3243.14,115,207,1,58.1,0
100346,UK,Support AI,44,3413.53,317,585,3,60.8,0
100347,US,Core,29,5106.47,337,1199,2,82.0,0
100348,IN,Forecasting,25,3663.14,262,137,1,78.9,0
100349,US,Core,34,6674.24,202,210,2,47.0,0
100350,IN,Support AI,4,4657.58,35,1194,3,53.9,0
100351,US,Core,38,3088.99,418,996,0,77.7,0
100352,IN,Core,20,3796.62,331,143,3,51.6,0
100353,IN,Core,19,3317.97,320,257,2,79.3,0
100354,IN,Forecasting,40,5080.08,56,829,4,95.1,0
100355,IN,Core,69,2397.34,147,939,3,73.2,0
100356,SG,Core,15,2724.95,155,881,3,55.1,0
100357,SG,Forecasting,65,3549.3,300,1033,3,70.5,0
100358,IN,Support AI,37,4951.24,394,609,5,82.5,0
100359,IN,Forecasting,70,5556.37,433,1052,4,69.4,0
100360,UK,Analytics,28,5718.6,263,716,2,74.8,0
100361,US,Forecasting,71,4782.78,185,572,7,56.8,0
100362,US,Forecasting,47,4108.82,207,764,3,57.9,0
100363,US,Analytics,48,5074.09,369,516,4,80.7,0
100364,AU,Forecasting,40,2941.05,162,728,1,58.0,0
100365,IN,Core,33,2170.88,210,1001,3,31.8,0
100366,SG,Core,38,4680.3,394,1149,0,63.7,0
100367,AU,Forecasting,61,3093.75,273,696,2,72.4,0
100368,DE,Analytics,57,4128.16,236,9,0,82.8,0
100369,UK,Core,2,4331.59,368,746,2,91.0,0
100370,SG,Core,50,4472.93,147,304,4,69.2,0
100371,US,Support AI,60,5231.57,34,285,4,77.2,0
100372,DE,Analytics,53,5115.28,395,1057,1,69.7,0
100373,DE,Core,36,4414.5,230,537,2,73.0,1
100374,US,Forecasting,24,3713.78,166,949,4,65.4,0
100375,US,Forecasting,48,4318.54,52,445,1,73.4,0
100376,UK,Analytics,48,3544.17,463,729,4,57.8,0
100377,IN,Support AI,27,3983.93,363,799,2,95.7,0
100378,DE,Analytics,29,7079.99,140,1072,1,34.5,0
100379,SG,Forecasting,27,4400.41,305,238,1,76.0,0
100380,IN,Forecasting,4,4695.27,234,674,2,72.5,0
100381,UK,Forecasting,3,3423.97,166,488,3,73.2,1
100382,SG,Core,6,5322.08,159,558,0,51.4,0
100383,IN,Forecasting,31,5036.3,42,1018,0,44.5,0
100384,DE,Forecasting,37,5044.09,487,165,3,76.5,0
100385,UK,Core,29,4436.38,463,657,6,86.8,0
100386,SG,Core,68,5337.61,435,467,5,71.1,0
100387,UK,Forecasting,16,5598.85,160,1075,3,79.3,0
100388,US,Core,28,4511.41,498,262,2,61.6,0
100389,UK,Support AI,18,4073.93,141,281,2,72.6,0
100390,AU,Core,22,5184.03,413,111,1,85.2,0
100391,US,Support AI,42,3205.46,54,529,2,63.6,0
100392,IN,Forecasting,23,3410.24,158,15,2,84.6,1
100393,AU,Analytics,23,4141.37,290,601,1,45.1,0
100394,US,Analytics,48,2284.51,484,270,3,59.4,0
100395,IN,Analytics,59,5110.35,136,482,3,75.6,0
100396,UK,Forecasting,16,3140.79,219,727,0,94.6,0
100397,DE,Support AI,8,3681.36,422,822,7,68.2,1
100398,IN,Core,18,3965.39,238,76,0,53.5,0
100399,IN,Forecasting,42,4243.22,342,181,3,94.3,0
100400,DE,Support AI,69,3821.98,212,383,4,66.2,0
100401,UK,Analytics,12,4125.89,6,624,3,77.3,1
100402,SG,Forecasting,4,4134.41,145,1060,1,63.3,1
100403,US,Core,38,3708.27,285,169,1,70.0,0
100404,UK,Support AI,71,3349.49,14,84,1,60.1,0
100405,UK,Core,40,5389.62,119,756,3,99.6,0
100406,DE,Analytics,66,1885.15,476,1174,4,84.7,1
100407,UK,Analytics,46,3973.71,12,996,2,92.8,0
100408,US,Analytics,3,3684.21,127,679,3,57.0,1
100409,UK,Core,31,4660.67,311,26,3,42.4,0
100410,AU,Forecasting,55,2600.28,283,692,1,63.9,0
100411,AU,Core,37,3650.24,106,549,3,100.0,0
100412,US,Support AI,14,4087.4,34,538,5,63.5,1
100413,UK,Core,13,5377.08,450,592,3,82.7,0
100414,US,Analytics,48,4565.4,277,675,6,53.7,0
100415,US,Support AI,33,2898.16,288,865,6,56.4,0
100416,US,Core,41,3663.78,33,232,3,66.9,0
100417,SG,Core,27,5174.66,108,92,2,97.5,0
100418,US,Forecasting,25,2879.15,41,64,1,83.4,0
100419,UK,Core,48,4113.49,489,489,0,39.3,0
100420,AU,Support AI,1,4189.97,386,611,2,77.3,0
100421,US,Analytics,31,3775.64,275,943,0,51.9,0
100422,US,Support AI,27,7165.33,342,521,1,58.5,0
100423,US,Core,56,3746.0,86,639,4,75.1,0
100424,IN,Core,52,4694.74,494,1172,2,87.6,0
100425,UK,Support AI,31,3357.07,261,900,1,86.9,0
100426,US,Support AI,19,4780.52,260,830,1,72.6,0
100427,UK,Support AI,17,5157.87,479,438,2,72.8,0
100428,US,Analytics,15,3553.24,52,185,1,86.8,0
100429,UK,Analytics,20,4139.83,214,1104,3,45.9,0
100430,UK,Forecasting,55,3215.19,48,665,4,93.6,0
100431,SG,Analytics,4,2941.16,215,95,3,57.7,0
100432,AU,Core,2,5340.47,137,580,3,71.6,0
100433,UK,Analytics,39,3590.6,233,112,4,61.1,0
100434,US,Forecasting,16,1545.03,352,1177,2,51.8,1
100435,US,Core,59,6141.89,143,635,3,74.5,0
100436,US,Analytics,54,3317.7,30,942,0,71.3,0
100437,IN,Analytics,55,3928.99,85,566,2,66.5,0
100438,SG,Core,33,6005.0,359,26,4,65.9,1
100439,AU,Core,32,4044.08,291,767,3,89.4,0
100440,UK,Analytics,31,4020.33,489,784,4,98.7,0
100441,US,Core,14,2849.01,447,277,0,85.5,0
100442,SG,Analytics,41,2401.68,84,860,1,71.9,0
100443,US,Forecasting,62,4016.98,369,273,1,45.1,0
100444,US,Support AI,19,4599.09,49,830,1,76.8,0
100445,SG,Core,5,4536.08,52,899,2,77.4,0
100446,UK,Analytics,41,3670.61,397,167,2,78.8,0
100447,IN,Core,29,4222.28,203,352,5,52.0,1
100448,US,Analytics,57,2179.07,498,198,1,79.9,0
100449,IN,Analytics,61,4706.18,7,873,1,89.9,0
100450,US,Support AI,68,4377.55,253,284,2,54.2,0
100451,UK,Analytics,28,6371.03,157,769,1,77.6,0
100452,SG,Support AI,65,4208.23,492,502,3,56.6,0
100453,US,Core,9,3163.06,336,102,2,66.5,0
100454,US,Core,27,4144.2,387,1059,2,54.7,0
100455,US,Core,19,3839.42,148,854,4,63.1,1
100456,UK,Analytics,66,4678.18,447,316,2,63.2,0
100457,IN,Core,43,4229.58,421,1055,1,73.8,0
100458,SG,Core,26,2814.06,393,851,5,80.5,0
100459,AU,Core,11,2400.68,241,980,1,85.0,1
100460,IN,Support AI,56,4489.2,461,216,2,58.9,1
100461,US,Support AI,47,5721.43,336,13,2,73.0,0
100462,UK,Core,61,4287.28,37,76,1,52.6,0
100463,DE,Support AI,32,5094.63,442,649,3,66.5,0
100464,IN,Core,11,5314.09,15,944,0,68.6,0
100465,AU,Analytics,24,4493.47,342,1096,3,55.1,0
100466,AU,Analytics,45,3304.06,128,1153,1,75.8,0
100467,UK,Analytics,18,4414.84,449,719,5,65.8,0
100468,US,Support AI,6,5527.78,366,758,5,70.2,1
